""	""	""	""	""	""	""	""	""	"Light"	"M1"	"M2"	"M3"	"M4"	"M5"	"M6"	"M7"	"M8"	"M9"	"M10"	"M11"	"M12"	"M13"	"M14"	"M15"	"M16"	"M17"	"M18"	"M19"	"M20"	"M21"	"M22"	"M23"	"M24"	"M25"	"M26"	"M27"	"M28"	"M29"	"M30"	"M31"	"M32"
410	2016-06-23	1899-12-30 14:53:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
411	2016-06-23	1899-12-30 14:54:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1
412	2016-06-23	1899-12-30 14:55:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
413	2016-06-23	1899-12-30 14:56:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
414	2016-06-23	1899-12-30 14:57:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0
415	2016-06-23	1899-12-30 14:58:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0
416	2016-06-23	1899-12-30 14:59:00	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	7	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0
417	2016-06-23	1899-12-30 15:00:00	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	16	0	0	4	0	4	0	0	0	0	0	0	1	0	0	0	0	6	0	0	0
418	2016-06-23	1899-12-30 15:01:00	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	6	2	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
419	2016-06-23	1899-12-30 15:02:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	6	0	0	9	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1
420	2016-06-23	1899-12-30 15:03:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	9	0	0	6	0	7	0	0	0	0	0	0	10	0	0	0	0	0	0	0	4
421	2016-06-23	1899-12-30 15:04:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	19	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
422	2016-06-23	1899-12-30 15:05:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	7	0	2	0	0	5	0	16	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
423	2016-06-23	1899-12-30 15:06:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
424	2016-06-23	1899-12-30 15:07:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
425	2016-06-23	1899-12-30 15:08:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
426	2016-06-23	1899-12-30 15:09:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
427	2016-06-23	1899-12-30 15:10:00	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	4	0	0	0	1
428	2016-06-23	1899-12-30 15:11:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	9	0	4	0	0	0	6	0	2	4	1
429	2016-06-23	1899-12-30 15:12:00	1	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	13	0	23	0	0
430	2016-06-23	1899-12-30 15:13:00	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	1	11	0	1
431	2016-06-23	1899-12-30 15:14:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	26	0	1
432	2016-06-23	1899-12-30 15:15:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	3	0	0	0	0	0	25	0	0
433	2016-06-23	1899-12-30 15:16:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0
434	2016-06-23	1899-12-30 15:17:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	2	0	2	0	0
435	2016-06-23	1899-12-30 15:18:00	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	2	0	0
436	2016-06-23	1899-12-30 15:19:00	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	3	0	5
437	2016-06-23	1899-12-30 15:20:00	1	0	0	0	0	0	1	0	0	9	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	7	0	1
438	2016-06-23	1899-12-30 15:21:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0
439	2016-06-23	1899-12-30 15:22:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
440	2016-06-23	1899-12-30 15:23:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
441	2016-06-23	1899-12-30 15:24:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0
442	2016-06-23	1899-12-30 15:25:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
443	2016-06-23	1899-12-30 15:26:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
444	2016-06-23	1899-12-30 15:27:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
445	2016-06-23	1899-12-30 15:28:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
446	2016-06-23	1899-12-30 15:29:00	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0
447	2016-06-23	1899-12-30 15:30:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
448	2016-06-23	1899-12-30 15:31:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
449	2016-06-23	1899-12-30 15:32:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
450	2016-06-23	1899-12-30 15:33:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	5	0	0	1	0	0	0	0	0	0	0
451	2016-06-23	1899-12-30 15:34:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
452	2016-06-23	1899-12-30 15:35:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
453	2016-06-23	1899-12-30 15:36:00	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
454	2016-06-23	1899-12-30 15:37:00	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
455	2016-06-23	1899-12-30 15:38:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2
456	2016-06-23	1899-12-30 15:39:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	4	0	0	0	0	0	5	0	0	0	0	0	0	22
457	2016-06-23	1899-12-30 15:40:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	9
458	2016-06-23	1899-12-30 15:41:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1
459	2016-06-23	1899-12-30 15:42:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1
460	2016-06-23	1899-12-30 15:43:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
461	2016-06-23	1899-12-30 15:44:00	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
462	2016-06-23	1899-12-30 15:45:00	1	0	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
463	2016-06-23	1899-12-30 15:46:00	1	0	0	0	0	0	1	0	16	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
464	2016-06-23	1899-12-30 15:47:00	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
465	2016-06-23	1899-12-30 15:48:00	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
466	2016-06-23	1899-12-30 15:49:00	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
467	2016-06-23	1899-12-30 15:50:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
468	2016-06-23	1899-12-30 15:51:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
469	2016-06-23	1899-12-30 15:52:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0
470	2016-06-23	1899-12-30 15:53:00	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
471	2016-06-23	1899-12-30 15:54:00	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	12	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
472	2016-06-23	1899-12-30 15:55:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
473	2016-06-23	1899-12-30 15:56:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
474	2016-06-23	1899-12-30 15:57:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
475	2016-06-23	1899-12-30 15:58:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
476	2016-06-23	1899-12-30 15:59:00	1	0	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
477	2016-06-23	1899-12-30 16:00:00	1	0	0	0	0	0	1	0	0	6	0	0	0	0	3	14	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
478	2016-06-23	1899-12-30 16:01:00	1	0	0	0	0	0	1	0	0	7	0	0	0	0	3	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
479	2016-06-23	1899-12-30 16:02:00	1	0	0	0	0	0	1	0	0	6	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
480	2016-06-23	1899-12-30 16:03:00	1	0	0	0	0	0	1	0	0	7	1	1	0	0	0	2	4	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
481	2016-06-23	1899-12-30 16:04:00	1	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
482	2016-06-23	1899-12-30 16:05:00	1	0	0	0	0	0	1	0	0	0	0	8	0	0	0	1	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0	14	0	0	0	0	1	0	0
483	2016-06-23	1899-12-30 16:06:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	17	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
484	2016-06-23	1899-12-30 16:07:00	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
485	2016-06-23	1899-12-30 16:08:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	5	0	0	14	0	0	0	0	8	0	0
486	2016-06-23	1899-12-30 16:09:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	22	0	0	1	0	0	3	0
487	2016-06-23	1899-12-30 16:10:00	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	0
488	2016-06-23	1899-12-30 16:11:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	3	0
489	2016-06-23	1899-12-30 16:12:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	2	0	0	0	1	0	0	0	0
490	2016-06-23	1899-12-30 16:13:00	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	0
491	2016-06-23	1899-12-30 16:14:00	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0
492	2016-06-23	1899-12-30 16:15:00	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	4	0	0	29	0	1	0	0	0	0	0	0	0	0
493	2016-06-23	1899-12-30 16:16:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	42	0	0	7	0	8	0	0	0	0	0	0	0	0
494	2016-06-23	1899-12-30 16:17:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	13	0	0	14	0	0	0	0	0	0	0	1	0	0
495	2016-06-23	1899-12-30 16:18:00	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	17	0	0	9	0	0	0	0	0	0	0	0	2	0
496	2016-06-23	1899-12-30 16:19:00	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	1	0	0	0	0	0	0	0	0	0	0
497	2016-06-23	1899-12-30 16:20:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	6	0
498	2016-06-23	1899-12-30 16:21:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
499	2016-06-23	1899-12-30 16:22:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	1	0	0	0	5	0	0	0	0
500	2016-06-23	1899-12-30 16:23:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	3	0	0
501	2016-06-23	1899-12-30 16:24:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
502	2016-06-23	1899-12-30 16:25:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
503	2016-06-23	1899-12-30 16:26:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	20	0	0	0	0	0	0	0	0	3	0	0	0	0
504	2016-06-23	1899-12-30 16:27:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	19	0	4	0	0	0	0	0	0	6	0	0	0	0
505	2016-06-23	1899-12-30 16:28:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	1	0	0	0	0	0	0	4	0	0	0	0
506	2016-06-23	1899-12-30 16:29:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
507	2016-06-23	1899-12-30 16:30:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
508	2016-06-23	1899-12-30 16:31:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	12	0	0
509	2016-06-23	1899-12-30 16:32:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	1	0	6	0	0
510	2016-06-23	1899-12-30 16:33:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0
511	2016-06-23	1899-12-30 16:34:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	0	0
512	2016-06-23	1899-12-30 16:35:00	1	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	8	0	0	0	0	0	0	0	0
513	2016-06-23	1899-12-30 16:36:00	1	0	0	0	0	0	1	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	0	0	0
514	2016-06-23	1899-12-30 16:37:00	1	0	0	0	0	0	1	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0
515	2016-06-23	1899-12-30 16:38:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	39	0	1	0	0	0	0	0	0	1	0	1	0	0
516	2016-06-23	1899-12-30 16:39:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0
517	2016-06-23	1899-12-30 16:40:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	11	0	0	0	0	0	0	0	0	0	0	0
518	2016-06-23	1899-12-30 16:41:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	23	0	0	0	0	0	0	0	1	0	0	0
519	2016-06-23	1899-12-30 16:42:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	27	0	5	0	0	0	0	0	0	0	0	0	0	0
520	2016-06-23	1899-12-30 16:43:00	1	0	0	0	0	0	1	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0
521	2016-06-23	1899-12-30 16:44:00	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
522	2016-06-23	1899-12-30 16:45:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0
523	2016-06-23	1899-12-30 16:46:00	1	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	10	0	0	0	0	0	0	0	0	28	0	0	0	0	3	0	0	0	0	0	0	0	0
524	2016-06-23	1899-12-30 16:47:00	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	4	3	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	1	0	0
525	2016-06-23	1899-12-30 16:48:00	1	0	0	0	0	0	1	0	0	0	0	0	18	0	0	0	6	0	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	1	0	3	0	0
526	2016-06-23	1899-12-30 16:49:00	1	0	0	0	0	0	1	0	0	0	0	0	13	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
527	2016-06-23	1899-12-30 16:50:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
528	2016-06-23	1899-12-30 16:51:00	1	0	0	0	0	0	1	0	0	0	1	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0
529	2016-06-23	1899-12-30 16:52:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	9	7	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
530	2016-06-23	1899-12-30 16:53:00	1	0	0	0	0	0	1	0	0	0	2	0	0	7	0	1	5	0	2	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
531	2016-06-23	1899-12-30 16:54:00	1	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	9	0	14	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	0	9	1	0	0
532	2016-06-23	1899-12-30 16:55:00	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	0	17	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0
533	2016-06-23	1899-12-30 16:56:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0
534	2016-06-23	1899-12-30 16:57:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	15	0
535	2016-06-23	1899-12-30 16:58:00	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
536	2016-06-23	1899-12-30 16:59:00	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	14	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0
537	2016-06-23	1899-12-30 17:00:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	12	0	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
538	2016-06-23	1899-12-30 17:01:00	1	0	0	0	0	0	1	0	0	0	0	1	2	0	0	5	0	0	8	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
539	2016-06-23	1899-12-30 17:02:00	1	0	0	0	0	0	1	0	0	0	0	0	6	0	0	13	0	0	0	0	0	0	0	0	0	12	0	18	0	0	0	0	1	0	0	7	0	0	0
540	2016-06-23	1899-12-30 17:03:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	24	0	0	1	0	0	0	0	0	0	4	0	20	0	0	0	0	0	0	0	9	0	0	0
541	2016-06-23	1899-12-30 17:04:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	8	0	0	0	0	0	0	4	0	13	0	0	0	0	0	0	0	13	0	0	0
542	2016-06-23	1899-12-30 17:05:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	3	0	5	0	0	0	0	0	0	1	0	0	0	0
543	2016-06-23	1899-12-30 17:06:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	4	0	2	0	0	0	0	6	0	0	0	0	0	0
544	2016-06-23	1899-12-30 17:07:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	19	0	0	0	0	0	0	0	0	0	0	0
545	2016-06-23	1899-12-30 17:08:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	18	0	5	0	0	0	0	1	0	5	0	0	0	0
546	2016-06-23	1899-12-30 17:09:00	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	1	0	0	0	0
547	2016-06-23	1899-12-30 17:10:00	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0
