""	""	""	""	""	""	""	""	""	"Light"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"C"	"C"	"C"	"C"	"C"	"SF"	"SF"	"SF"	"SF"	"SF"	"SF"	"SF"	"SC"	"SC"	"SC"	"SC"	"SC"	"SC"	"SC"	"SC"
773	2016-06-16	1899-12-30 00:56:00	1	0	0	0	0	0	0	0	0	0	2	1	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
774	2016-06-16	1899-12-30 00:57:00	1	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	1
775	2016-06-16	1899-12-30 00:58:00	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
776	2016-06-16	1899-12-30 00:59:00	1	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
777	2016-06-16	1899-12-30 01:00:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
778	2016-06-16	1899-12-30 01:01:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2
779	2016-06-16	1899-12-30 01:02:00	1	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
780	2016-06-16	1899-12-30 01:03:00	1	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	7	0
781	2016-06-16	1899-12-30 01:04:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0
782	2016-06-16	1899-12-30 01:05:00	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	12	0
783	2016-06-16	1899-12-30 01:06:00	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0
784	2016-06-16	1899-12-30 01:07:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	2	0	0
785	2016-06-16	1899-12-30 01:08:00	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0
786	2016-06-16	1899-12-30 01:09:00	1	0	0	0	0	0	0	0	0	3	0	0	0	0	3	0	1	2	0	6	1	0	0	2	0	0	0	0	0	0	0	0	6	0
787	2016-06-16	1899-12-30 01:10:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	6	2	0	2	4	0	0	4	0	0	0	0	0	0	0	0	6	0
788	2016-06-16	1899-12-30 01:11:00	1	0	0	0	0	0	0	1	3	1	0	0	0	0	1	0	0	4	0	4	0	0	0	5	0	0	12	0	0	0	0	0	4	0
789	2016-06-16	1899-12-30 01:12:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	14	0	0	0	6	0	0	1	0	0	0	0	0	5	0
790	2016-06-16	1899-12-30 01:13:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	5	0	0	0	3	0	0	0	0	0	0	0	0	2	0
791	2016-06-16	1899-12-30 01:14:00	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	17	0	0	0	0	0	0	0	5	5	0
792	2016-06-16	1899-12-30 01:15:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	8	0
793	2016-06-16	1899-12-30 01:16:00	1	0	0	0	0	0	0	0	4	2	1	0	0	0	0	2	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0
794	2016-06-16	1899-12-30 01:17:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	3	0	0	0	0	3	0	0
795	2016-06-16	1899-12-30 01:18:00	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	3	0	0
796	2016-06-16	1899-12-30 01:19:00	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	5	0	2
797	2016-06-16	1899-12-30 01:20:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	0	5	0	0
798	2016-06-16	1899-12-30 01:21:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
799	2016-06-16	1899-12-30 01:22:00	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
800	2016-06-16	1899-12-30 01:23:00	1	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
801	2016-06-16	1899-12-30 01:24:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
802	2016-06-16	1899-12-30 01:25:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	9	0	0
803	2016-06-16	1899-12-30 01:26:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
804	2016-06-16	1899-12-30 01:27:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
805	2016-06-16	1899-12-30 01:28:00	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
806	2016-06-16	1899-12-30 01:29:00	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
807	2016-06-16	1899-12-30 01:30:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
808	2016-06-16	1899-12-30 01:31:00	1	0	0	0	0	0	0	0	0	0	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3
809	2016-06-16	1899-12-30 01:32:00	1	0	0	0	0	0	0	0	0	0	2	3	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1
810	2016-06-16	1899-12-30 01:33:00	1	0	0	0	0	0	0	0	0	0	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
811	2016-06-16	1899-12-30 01:34:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
812	2016-06-16	1899-12-30 01:35:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
813	2016-06-16	1899-12-30 01:36:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
814	2016-06-16	1899-12-30 01:37:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
815	2016-06-16	1899-12-30 01:38:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0
816	2016-06-16	1899-12-30 01:39:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	7	0	0	1	0	0	10	0	0
817	2016-06-16	1899-12-30 01:40:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
818	2016-06-16	1899-12-30 01:41:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	5	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0
819	2016-06-16	1899-12-30 01:42:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	8	0	0
820	2016-06-16	1899-12-30 01:43:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	3	0	5	0	3	0	0	0	0	0	9	0	0
821	2016-06-16	1899-12-30 01:44:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	0	2	0	1	0	0	0	0	0	9	0	0
822	2016-06-16	1899-12-30 01:45:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	4	0	0
823	2016-06-16	1899-12-30 01:46:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0
824	2016-06-16	1899-12-30 01:47:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	3
825	2016-06-16	1899-12-30 01:48:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
826	2016-06-16	1899-12-30 01:49:00	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
827	2016-06-16	1899-12-30 01:50:00	1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
828	2016-06-16	1899-12-30 01:51:00	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
829	2016-06-16	1899-12-30 01:52:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
830	2016-06-16	1899-12-30 01:53:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	2	0
831	2016-06-16	1899-12-30 01:54:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0
832	2016-06-16	1899-12-30 01:55:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0
833	2016-06-16	1899-12-30 01:56:00	1	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0
834	2016-06-16	1899-12-30 01:57:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
835	2016-06-16	1899-12-30 01:58:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	6	0	0	0	0	0	0
836	2016-06-16	1899-12-30 01:59:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0
837	2016-06-16	1899-12-30 02:00:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	3	0	0
838	2016-06-16	1899-12-30 02:01:00	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	5	0	0
839	2016-06-16	1899-12-30 02:02:00	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
840	2016-06-16	1899-12-30 02:03:00	1	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0
841	2016-06-16	1899-12-30 02:04:00	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	1
842	2016-06-16	1899-12-30 02:05:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	6	0	0	1	0	0	5
843	2016-06-16	1899-12-30 02:06:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	5
844	2016-06-16	1899-12-30 02:07:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	4
845	2016-06-16	1899-12-30 02:08:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	2
846	2016-06-16	1899-12-30 02:09:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	3	0	0	0
847	2016-06-16	1899-12-30 02:10:00	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0
848	2016-06-16	1899-12-30 02:11:00	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	3	0	0	4	0	0	5
849	2016-06-16	1899-12-30 02:12:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	0	1	0	0	9
850	2016-06-16	1899-12-30 02:13:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
851	2016-06-16	1899-12-30 02:14:00	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0
852	2016-06-16	1899-12-30 02:15:00	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
853	2016-06-16	1899-12-30 02:16:00	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0
854	2016-06-16	1899-12-30 02:17:00	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
855	2016-06-16	1899-12-30 02:18:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	3	0	0
856	2016-06-16	1899-12-30 02:19:00	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
857	2016-06-16	1899-12-30 02:20:00	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0
858	2016-06-16	1899-12-30 02:21:00	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0
859	2016-06-16	1899-12-30 02:22:00	1	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
860	2016-06-16	1899-12-30 02:23:00	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
861	2016-06-16	1899-12-30 02:24:00	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	3	2	0	0	4	0	0	0	0	1	0	0	0	0	1
862	2016-06-16	1899-12-30 02:25:00	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	4	2	0	0	3	0	0	0	0	0	0	0	0	0	0
863	2016-06-16	1899-12-30 02:26:00	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0
864	2016-06-16	1899-12-30 02:27:00	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0
865	2016-06-16	1899-12-30 02:28:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	4	0	3	0	0	0
866	2016-06-16	1899-12-30 02:29:00	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	2	1	2	0	0	0	0	0	1	0	0	0	0	5
867	2016-06-16	1899-12-30 02:30:00	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	7	1	0	0	2	1	2	0	0	0	0	0	1	0	0	0	0	3
868	2016-06-16	1899-12-30 02:31:00	1	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	3	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0
869	2016-06-16	1899-12-30 02:32:00	1	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0
870	2016-06-16	1899-12-30 02:33:00	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
871	2016-06-16	1899-12-30 02:34:00	1	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	7	0	0	0	3	0	4	0	0	0	0	0	5	0	0	1	0	0
872	2016-06-16	1899-12-30 02:35:00	1	0	0	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5	0	0
873	2016-06-16	1899-12-30 02:36:00	1	0	0	0	0	0	0	0	0	3	1	0	0	0	7	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
874	2016-06-16	1899-12-30 02:37:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
875	2016-06-16	1899-12-30 02:38:00	1	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0
876	2016-06-16	1899-12-30 02:39:00	1	0	0	0	0	0	0	0	0	1	0	1	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
877	2016-06-16	1899-12-30 02:40:00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	0	8	0	0
878	2016-06-16	1899-12-30 02:41:00	1	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0
879	2016-06-16	1899-12-30 02:42:00	1	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	5	1	0	0	3	0	0
880	2016-06-16	1899-12-30 02:43:00	1	0	0	0	0	0	0	0	0	0	1	3	0	0	6	0	0	0	0	2	0	0	0	2	0	0	2	2	0	0	0	4	0	0
881	2016-06-16	1899-12-30 02:44:00	1	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	5	0	0	0	5	3	0	0	0	0	0	0	4	0	0
882	2016-06-16	1899-12-30 02:45:00	1	0	0	0	0	0	0	0	0	0	3	2	0	0	7	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0
883	2016-06-16	1899-12-30 02:46:00	1	0	0	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	1	0	0	0	4	0	0	2	5	0	0	0	4	0	0
884	2016-06-16	1899-12-30 02:47:00	1	0	0	0	0	0	0	0	0	2	0	4	0	0	5	0	0	0	0	1	0	0	0	2	2	0	3	2	0	0	0	1	0	0
885	2016-06-16	1899-12-30 02:48:00	1	0	0	0	0	0	0	0	0	2	0	10	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	7	0	0	0	3	0	0
886	2016-06-16	1899-12-30 02:49:00	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	4	0	0	6	0	0
887	2016-06-16	1899-12-30 02:50:00	1	0	0	0	0	0	0	0	0	0	1	2	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2
888	2016-06-16	1899-12-30 02:51:00	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	1	0	0	0	1	0	4
889	2016-06-16	1899-12-30 02:52:00	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	5	0	0	0	0	0	1
890	2016-06-16	1899-12-30 02:53:00	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0
891	2016-06-16	1899-12-30 02:54:00	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
892	2016-06-16	1899-12-30 02:55:00	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0
893	2016-06-16	1899-12-30 02:56:00	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	6	0	0
894	2016-06-16	1899-12-30 02:57:00	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0
895	2016-06-16	1899-12-30 02:58:00	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0
896	2016-06-16	1899-12-30 02:59:00	1	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	4	0	0	0	0	1	0	2	0	0	0	0	0	0	4	0	0
897	2016-06-16	1899-12-30 03:00:00	1	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0
898	2016-06-16	1899-12-30 03:01:00	1	0	0	0	0	0	0	0	0	0	0	8	0	0	4	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
899	2016-06-16	1899-12-30 03:02:00	1	0	0	0	0	0	0	0	3	0	0	11	3	0	4	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	1	0	0
900	2016-06-16	1899-12-30 03:03:00	1	0	0	0	0	0	0	0	0	0	0	4	2	0	7	0	0	0	0	0	3	1	0	2	0	0	1	0	0	0	0	2	0	0
901	2016-06-16	1899-12-30 03:04:00	1	0	0	0	0	0	0	0	0	0	0	9	1	0	4	0	0	0	0	13	1	1	0	2	2	0	2	0	0	0	0	5	0	0
902	2016-06-16	1899-12-30 03:05:00	1	0	0	0	0	0	0	0	2	0	3	5	1	0	3	0	2	0	0	26	0	0	0	1	3	0	5	0	0	0	0	0	0	0
903	2016-06-16	1899-12-30 03:06:00	1	0	0	0	0	0	0	0	0	0	0	4	2	0	1	1	4	0	0	9	0	0	0	1	1	0	1	0	0	0	0	0	0	2
904	2016-06-16	1899-12-30 03:07:00	1	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	6	0	0	4	0	0	0	0	1	0	4	0	0	0	0	2	0	2
905	2016-06-16	1899-12-30 03:08:00	1	0	0	0	0	0	0	0	0	0	0	13	0	0	4	1	3	0	0	2	0	0	0	2	2	0	2	0	0	0	0	1	0	2
906	2016-06-16	1899-12-30 03:09:00	1	0	0	0	0	0	0	0	3	0	0	12	0	0	0	0	2	0	0	5	0	0	0	1	2	0	0	0	0	0	0	0	0	7
907	2016-06-16	1899-12-30 03:10:00	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	1
908	2016-06-16	1899-12-30 03:11:00	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
909	2016-06-16	1899-12-30 03:12:00	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	1	0	0
910	2016-06-16	1899-12-30 03:13:00	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	2	0	0	1	0	0
911	2016-06-16	1899-12-30 03:14:00	1	0	0	0	0	0	0	0	0	0	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
912	2016-06-16	1899-12-30 03:15:00	1	0	0	0	0	0	0	0	0	0	1	16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
913	2016-06-16	1899-12-30 03:16:00	1	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
914	2016-06-16	1899-12-30 03:17:00	1	0	0	0	0	0	0	0	0	1	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
915	2016-06-16	1899-12-30 03:18:00	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
916	2016-06-16	1899-12-30 03:19:00	1	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0
917	2016-06-16	1899-12-30 03:20:00	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	4	1	0	0	0	0	5	0	0	0	0	0
918	2016-06-16	1899-12-30 03:21:00	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	3	0	0	0	0	2	0	3	0	6	0	0	0	1	0	0	4	0	1
919	2016-06-16	1899-12-30 03:22:00	1	0	0	0	0	0	0	0	0	0	0	8	0	0	12	1	0	0	0	0	3	0	0	2	1	0	0	0	2	0	0	4	0	2
920	2016-06-16	1899-12-30 03:23:00	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	0	0	4	0	0	0	4	0	0	11	0	1
921	2016-06-16	1899-12-30 03:24:00	1	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	7	0	3
922	2016-06-16	1899-12-30 03:25:00	1	0	0	0	0	0	0	0	0	0	1	5	0	0	0	1	0	0	0	0	0	0	2	2	4	0	0	0	1	0	0	1	0	4
923	2016-06-16	1899-12-30 03:26:00	1	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	0	0	0	0	0	4	3	4	0	0	0	3	0	0	0	0	4
924	2016-06-16	1899-12-30 03:27:00	1	0	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	3	0	0
925	2016-06-16	1899-12-30 03:28:00	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
