""	""	""	""	""	""	""	""	""	"Light"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"C"	"C"	"C"	"C"	"C"	"SF"	"SF"	"SF"	"SF"	"SF"	"SF"	"SF"	"SC"	"SC"	"SC"	"SC"	"SC"	"SC"	"SC"	"SC"
161	2016-06-15	1899-12-30 14:44:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0
162	2016-06-15	1899-12-30 14:45:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0
163	2016-06-15	1899-12-30 14:46:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	0	0
164	2016-06-15	1899-12-30 14:47:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0
165	2016-06-15	1899-12-30 14:48:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0
166	2016-06-15	1899-12-30 14:49:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
167	2016-06-15	1899-12-30 14:50:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	3	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
168	2016-06-15	1899-12-30 14:51:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	2	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0
169	2016-06-15	1899-12-30 14:52:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	3	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0
170	2016-06-15	1899-12-30 14:53:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0
171	2016-06-15	1899-12-30 14:54:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
172	2016-06-15	1899-12-30 14:55:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0
173	2016-06-15	1899-12-30 14:56:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0
174	2016-06-15	1899-12-30 14:57:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
175	2016-06-15	1899-12-30 14:58:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0
176	2016-06-15	1899-12-30 14:59:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	0	0	0
177	2016-06-15	1899-12-30 15:00:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
178	2016-06-15	1899-12-30 15:01:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0
179	2016-06-15	1899-12-30 15:02:00	1	0	0	0	0	0	1	0	3	0	0	0	0	0	2	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
180	2016-06-15	1899-12-30 15:03:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
181	2016-06-15	1899-12-30 15:04:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0
182	2016-06-15	1899-12-30 15:05:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0
183	2016-06-15	1899-12-30 15:06:00	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0
184	2016-06-15	1899-12-30 15:07:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	7	2	0	0	4	0	0	0	0	0	0	0	0	0	0
185	2016-06-15	1899-12-30 15:08:00	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	13	0	0	0	0	0	0	0	0	0	0
186	2016-06-15	1899-12-30 15:09:00	1	0	0	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	0
187	2016-06-15	1899-12-30 15:10:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	12	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
188	2016-06-15	1899-12-30 15:11:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
189	2016-06-15	1899-12-30 15:12:00	1	0	0	0	0	0	1	0	4	0	0	0	2	1	0	0	0	0	2	0	6	0	0	7	0	0	0	0	0	0	0	0	0	0
190	2016-06-15	1899-12-30 15:13:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	2	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0
191	2016-06-15	1899-12-30 15:14:00	1	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	7	0	0	0	0	0	0	0	0	0	0
192	2016-06-15	1899-12-30 15:15:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	6	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0
193	2016-06-15	1899-12-30 15:16:00	1	0	0	0	0	0	1	0	2	0	0	0	0	10	0	0	0	0	2	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0
194	2016-06-15	1899-12-30 15:17:00	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
195	2016-06-15	1899-12-30 15:18:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
196	2016-06-15	1899-12-30 15:19:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
197	2016-06-15	1899-12-30 15:20:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0
198	2016-06-15	1899-12-30 15:21:00	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	4	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0
199	2016-06-15	1899-12-30 15:22:00	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
200	2016-06-15	1899-12-30 15:23:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
201	2016-06-15	1899-12-30 15:24:00	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0
202	2016-06-15	1899-12-30 15:25:00	1	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0
203	2016-06-15	1899-12-30 15:26:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
204	2016-06-15	1899-12-30 15:27:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
205	2016-06-15	1899-12-30 15:28:00	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
206	2016-06-15	1899-12-30 15:29:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
207	2016-06-15	1899-12-30 15:30:00	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0
208	2016-06-15	1899-12-30 15:31:00	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	6	0	0	0	0	0	0	0	0	0	0
209	2016-06-15	1899-12-30 15:32:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0
210	2016-06-15	1899-12-30 15:33:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211	2016-06-15	1899-12-30 15:34:00	1	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	3	0	0	2	5	1	0	0	0	0	0	2	0	0
212	2016-06-15	1899-12-30 15:35:00	1	0	0	0	0	0	1	0	0	5	0	7	1	1	0	0	2	4	0	0	3	0	0	3	4	7	0	0	2	0	0	0	3	0
213	2016-06-15	1899-12-30 15:36:00	1	0	0	0	0	0	1	0	0	2	0	2	1	3	0	0	3	3	0	0	4	0	0	1	0	8	0	0	3	3	0	1	4	0
214	2016-06-15	1899-12-30 15:37:00	1	0	0	0	0	0	1	0	3	8	0	6	3	0	0	2	6	4	0	0	0	0	0	5	0	3	0	0	8	5	0	0	0	0
215	2016-06-15	1899-12-30 15:38:00	1	0	0	0	0	0	1	0	2	3	0	4	0	0	3	1	9	1	0	0	5	0	0	0	3	0	0	0	1	5	0	0	4	0
216	2016-06-15	1899-12-30 15:39:00	1	0	0	0	0	0	1	0	2	3	0	5	0	0	4	0	6	1	0	0	5	0	0	2	1	0	0	0	2	1	1	0	2	0
217	2016-06-15	1899-12-30 15:40:00	1	0	0	0	0	0	1	0	0	3	0	4	0	0	4	0	5	2	0	0	6	0	0	2	2	3	0	0	3	0	1	0	0	0
218	2016-06-15	1899-12-30 15:41:00	1	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	6	1	0	0	5	0	0	0	3	1	0	0	1	0	0	0	5	0
219	2016-06-15	1899-12-30 15:42:00	1	0	0	0	0	0	1	0	0	3	0	7	0	0	3	0	2	3	0	0	3	0	0	0	3	8	0	0	0	2	0	0	1	0
220	2016-06-15	1899-12-30 15:43:00	1	0	0	0	0	0	1	0	0	4	0	1	0	0	4	0	3	1	0	0	2	0	0	5	0	3	0	0	0	0	0	0	0	0
221	2016-06-15	1899-12-30 15:44:00	1	0	0	0	0	0	1	0	0	3	0	4	0	0	3	0	1	1	0	0	2	0	0	2	0	5	0	0	0	0	3	0	0	0
222	2016-06-15	1899-12-30 15:45:00	1	0	0	0	0	0	1	0	0	2	0	3	0	0	1	0	1	5	0	0	2	0	0	5	8	0	0	0	1	0	4	0	0	0
223	2016-06-15	1899-12-30 15:46:00	1	0	0	0	0	0	1	0	0	5	0	6	0	0	2	0	3	0	0	0	2	0	0	0	3	0	0	0	10	0	0	0	0	0
224	2016-06-15	1899-12-30 15:47:00	1	0	0	0	0	0	1	0	0	1	0	5	3	0	4	0	5	7	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0
225	2016-06-15	1899-12-30 15:48:00	1	0	0	0	0	0	1	0	0	4	0	4	2	0	2	0	1	1	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0
226	2016-06-15	1899-12-30 15:49:00	1	0	0	0	0	0	1	0	0	5	0	2	10	0	0	0	4	0	0	1	2	0	0	5	1	0	0	0	0	0	0	0	0	0
227	2016-06-15	1899-12-30 15:50:00	1	0	0	0	0	0	1	0	0	4	0	2	6	0	0	0	3	0	0	3	2	0	0	0	0	0	0	0	2	0	0	0	0	0
228	2016-06-15	1899-12-30 15:51:00	1	0	0	0	0	0	1	0	0	4	0	3	8	0	0	2	0	1	0	1	3	0	0	5	0	0	0	0	0	0	0	0	0	0
229	2016-06-15	1899-12-30 15:52:00	1	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	5	4	0	0	4	0	0	0	0	0	0	0	2	0	0
230	2016-06-15	1899-12-30 15:53:00	1	0	0	0	0	0	1	0	0	5	0	4	5	0	0	0	0	0	0	5	2	0	0	4	4	2	0	0	2	0	0	0	0	0
231	2016-06-15	1899-12-30 15:54:00	1	0	0	0	0	0	1	0	0	0	0	5	3	0	0	0	0	0	0	3	0	0	0	1	1	8	0	0	0	0	0	0	0	0
232	2016-06-15	1899-12-30 15:55:00	1	0	0	0	0	0	1	0	0	2	0	1	3	0	0	6	0	0	0	5	0	0	0	5	0	1	0	0	0	0	0	1	0	0
233	2016-06-15	1899-12-30 15:56:00	1	0	0	0	0	0	1	0	0	5	0	0	3	0	0	1	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0
234	2016-06-15	1899-12-30 15:57:00	1	0	0	0	0	0	1	0	0	4	0	0	2	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
235	2016-06-15	1899-12-30 15:58:00	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	3	0	0	0	6	2	0	0	0	5	0	0	0	0	0	0	0	0	0
236	2016-06-15	1899-12-30 15:59:00	1	0	0	0	0	0	1	0	0	4	0	0	1	0	0	5	0	0	0	4	4	0	0	0	4	0	0	0	0	0	0	0	0	0
237	2016-06-15	1899-12-30 16:00:00	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	5	2	0	0	0	3	4	0	0	0	0	0	0	0	0
238	2016-06-15	1899-12-30 16:01:00	1	0	0	0	0	0	1	0	3	3	0	0	6	0	0	0	0	0	0	9	0	0	0	0	1	2	0	0	0	0	0	0	0	0
239	2016-06-15	1899-12-30 16:02:00	1	0	0	0	0	0	1	0	4	1	0	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
240	2016-06-15	1899-12-30 16:03:00	1	0	0	0	0	0	1	0	0	5	0	0	4	0	0	0	0	0	0	5	3	0	0	0	0	5	0	0	0	0	0	0	0	0
241	2016-06-15	1899-12-30 16:04:00	1	0	0	0	0	0	1	0	2	1	0	0	2	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
242	2016-06-15	1899-12-30 16:05:00	1	0	0	0	0	0	1	0	3	5	0	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0
243	2016-06-15	1899-12-30 16:06:00	1	0	0	0	0	0	1	0	3	5	0	0	1	0	0	0	0	0	0	5	1	0	0	0	0	4	0	0	0	0	0	0	0	0
244	2016-06-15	1899-12-30 16:07:00	1	0	0	0	0	0	1	0	4	3	0	0	4	0	0	0	0	0	0	7	4	0	0	0	0	4	0	0	3	0	0	0	0	0
245	2016-06-15	1899-12-30 16:08:00	1	0	0	0	0	0	1	0	3	0	0	0	1	1	0	0	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
246	2016-06-15	1899-12-30 16:09:00	1	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	2	0	3	4	0	0	0	6	4	0	0	0	0	0	0	0	0
247	2016-06-15	1899-12-30 16:10:00	1	0	0	0	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	6	2	0	0	0	5	2	0	0	0	0	0	0	0	0
248	2016-06-15	1899-12-30 16:11:00	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	2	0	6	4	0	0	0	1	0	0	0	0	0	0	0	0	0
249	2016-06-15	1899-12-30 16:12:00	1	0	0	0	0	0	1	0	0	2	0	0	0	4	0	0	3	3	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0
250	2016-06-15	1899-12-30 16:13:00	1	0	0	0	0	0	1	0	2	3	0	0	2	0	0	0	5	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0
251	2016-06-15	1899-12-30 16:14:00	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	3	2	0	0	0	2	0	0	0	0	0	0	0	0	0
252	2016-06-15	1899-12-30 16:15:00	1	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	3	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0
253	2016-06-15	1899-12-30 16:16:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	4	3	0	0	0	2	0	0	0	0	0	0	0	0	0
254	2016-06-15	1899-12-30 16:17:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0	0	3	0	0	0	0	0	0	12	5	0
255	2016-06-15	1899-12-30 16:18:00	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	10	0	0
256	2016-06-15	1899-12-30 16:19:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0	0	0	2	0	0
257	2016-06-15	1899-12-30 16:20:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	1	0	0	0	0	0	0	0	7	0
258	2016-06-15	1899-12-30 16:21:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	1	0	0	0	0	0	0	0	0	0
259	2016-06-15	1899-12-30 16:22:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
260	2016-06-15	1899-12-30 16:23:00	1	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0
261	2016-06-15	1899-12-30 16:24:00	1	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0
262	2016-06-15	1899-12-30 16:25:00	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	0	0	0	6	0	0	0	0	0
263	2016-06-15	1899-12-30 16:26:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0
264	2016-06-15	1899-12-30 16:27:00	1	0	0	0	0	0	1	0	3	0	0	0	5	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0
265	2016-06-15	1899-12-30 16:28:00	1	0	0	0	0	0	1	0	2	0	0	0	11	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
266	2016-06-15	1899-12-30 16:29:00	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0
267	2016-06-15	1899-12-30 16:30:00	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
268	2016-06-15	1899-12-30 16:31:00	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
269	2016-06-15	1899-12-30 16:32:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
270	2016-06-15	1899-12-30 16:33:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
271	2016-06-15	1899-12-30 16:34:00	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
272	2016-06-15	1899-12-30 16:35:00	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
273	2016-06-15	1899-12-30 16:36:00	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
274	2016-06-15	1899-12-30 16:37:00	1	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
275	2016-06-15	1899-12-30 16:38:00	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
276	2016-06-15	1899-12-30 16:39:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
277	2016-06-15	1899-12-30 16:40:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
278	2016-06-15	1899-12-30 16:41:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
279	2016-06-15	1899-12-30 16:42:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
280	2016-06-15	1899-12-30 16:43:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
281	2016-06-15	1899-12-30 16:44:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
282	2016-06-15	1899-12-30 16:45:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
283	2016-06-15	1899-12-30 16:46:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
284	2016-06-15	1899-12-30 16:47:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
285	2016-06-15	1899-12-30 16:48:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
286	2016-06-15	1899-12-30 16:49:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
287	2016-06-15	1899-12-30 16:50:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
288	2016-06-15	1899-12-30 16:51:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
289	2016-06-15	1899-12-30 16:52:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
290	2016-06-15	1899-12-30 16:53:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
291	2016-06-15	1899-12-30 16:54:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
292	2016-06-15	1899-12-30 16:55:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
293	2016-06-15	1899-12-30 16:56:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
294	2016-06-15	1899-12-30 16:57:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
295	2016-06-15	1899-12-30 16:58:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
296	2016-06-15	1899-12-30 16:59:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
297	2016-06-15	1899-12-30 17:00:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
298	2016-06-15	1899-12-30 17:01:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
299	2016-06-15	1899-12-30 17:02:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
300	2016-06-15	1899-12-30 17:03:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
301	2016-06-15	1899-12-30 17:04:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
302	2016-06-15	1899-12-30 17:05:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
303	2016-06-15	1899-12-30 17:06:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
304	2016-06-15	1899-12-30 17:07:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
305	2016-06-15	1899-12-30 17:08:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
306	2016-06-15	1899-12-30 17:09:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
307	2016-06-15	1899-12-30 17:10:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
308	2016-06-15	1899-12-30 17:11:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
309	2016-06-15	1899-12-30 17:12:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
310	2016-06-15	1899-12-30 17:13:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
311	2016-06-15	1899-12-30 17:14:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0
312	2016-06-15	1899-12-30 17:15:00	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
313	2016-06-15	1899-12-30 17:16:00	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
